"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","url"
"Technische Universität München",2017,1393.81,"10.3389/fimmu.2016.00660",FALSE,,,,
"Technische Universität München",2017,2020.01,"10.3389/fmicb.2017.00135",FALSE,,,,
"Technische Universität München",2017,2020.01,"10.3389/fnbot.2017.00004",FALSE,,,,
"Technische Universität München",2017,2020.01,"10.3389/fnhum.2017.00004",FALSE,,,,
"Technische Universität München",2017,2020.01,"10.3389/fnhum.2017.00042",FALSE,,,,
"Technische Universität München",2017,1858.41,"10.3389/fonc.2017.00035",FALSE,,,,
"Technische Universität München",2017,883.76,"10.3389/fonc.2017.00037",FALSE,,,,
"Technische Universität München",2017,2020.01,"10.3389/fncom.2017.00016",FALSE,,,,
"Technische Universität München",2017,2020.01,"10.3389/fmicb.2017.00445",FALSE,,,,
"Technische Universität München",2017,2020.01,"10.3389/fpls.2017.00379",FALSE,,,,
"Technische Universität München",2017,956.10,"10.3389/fnut.2017.00009",FALSE,,,,
"Technische Universität München",2017,2020.01,"10.3389/fpls.2017.00598",FALSE,,,,
"Technische Universität München",2017,2020.01,"10.3389/fmicb.2017.00807",FALSE,,,,
"Technische Universität München",2017,1945.59,"10.3389/fpsyg.2017.00919",FALSE,,,,
"Technische Universität München",2017,1961.27,"10.3389/fneur.2017.00272",FALSE,,,,
"Technische Universität München",2017,2053.27,"10.3389/fcimb.2017.00275",FALSE,,,,
"Technische Universität München",2017,1961.27,"10.3389/fonc.2017.00225",FALSE,,,,
"Technische Universität München",2017,903.22,"10.3389/fonc.2017.00226",FALSE,,,,
"Technische Universität München",2017,1961.27,"10.3389/fped.2017.00206",FALSE,,,,
"Technische Universität München",2017,2053.27,"10.3389/fimmu.2017.01305",FALSE,,,,
"Technische Universität München",2017,1961.27,"10.3389/fonc.2017.00176",FALSE,,,,
"Technische Universität München",2017,1667.08,"10.3389/fonc.2017.00181",FALSE,,,,
"Technische Universität München",2017,1667.08,"10.3389/fonc.2017.00130",FALSE,,,,
"Technische Universität München",2017,1667.08,"10.3389/fchem.2017.00038",FALSE,,,,
"Technische Universität München",2017,2053.27,"10.3389/fcimb.2017.00285",FALSE,,,,
"Technische Universität München",2017,2053.27,"10.3389/fcimb.2017.00316",FALSE,,,,
"Technische Universität München",2017,2053.27,"10.3389/fphys.2017.00619",FALSE,,,,
"Technische Universität München",2017,1961.27,"10.3389/fneur.2017.00455",FALSE,,,,
"Technische Universität München",2017,2053.27,"10.3389/fmicb.2017.01672",FALSE,,,,
"Technische Universität München",2017,1667.08,"10.3389/fmats.2017.00035",FALSE,,,,
"Technische Universität München",2017,2053.27,"10.3389/fpls.2017.01920",FALSE,,,,
"Technische Universität München",2017,903.22,"10.3389/fped.2017.00251",FALSE,,,,
"Technische Universität München",2017,2053.27,"10.3389/fncom.2017.00109",FALSE,,,,
"Technische Universität München",2017,1187.08,"10.3389/fimmu.2017.01702",FALSE,,,,
"Technische Universität München",2017,2053.27,"10.3389/fphys.2017.00971",FALSE,,,,
"Technische Universität München",2017,2053.27,"10.3389/fmicb.2017.02387",FALSE,,,,
"Technische Universität München",2017,2020.01,"10.3389/fimmu.2017.01887",FALSE,,,,
"Technische Universität München",2017,799.88,"10.7717/peerj.2836",FALSE,,,,
"Technische Universität München",2017,1412.55,"10.1080/23311886.2017.1338331",FALSE,,,,
"Technische Universität München",2017,746.00,"10.1177/2325967117702854",FALSE,,,,
"Technische Universität München",2017,1032.58,"10.7717/peerj.2910",FALSE,,,,
"Technische Universität München",2017,1552.95,"10.1038/srep44590",FALSE,,,,
"Technische Universität München",2017,1552.95,"10.1038/srep43476",FALSE,,,,
"Technische Universität München",2017,460.08,"10.5539/ies.v10n5p26",FALSE,,,,
"Technische Universität München",2017,1623.16,"10.1161/JAHA.116.004764",FALSE,,,,
"Technische Universität München",2017,226.60,"10.1107/S2056989017000172",FALSE,,,,
"Technische Universität München",2017,416.50,"10.15203/CISS_2017.001",FALSE,,,,
"Technische Universität München",2017,595.00,"10.1515/ncrs-2016-0402",FALSE,,,,
"Technische Universität München",2017,1856.40,"10.1088/1748-9326/aa568e",FALSE,,,,
"Technische Universität München",2017,1857.39,"10.1155/2017/5271091",FALSE,,,,
"Technische Universität München",2017,1281.00,"10.1016/j.pmedr.2017.01.011",FALSE,,,,
"Technische Universität München",2017,1625.35,"10.1503/jpn.170030",FALSE,,,,
